X,creelID,lakeID,site_group,accessPoint,sampleDate,FishingMode,numberInParty,travelTimeHours,dateTimeReturnInterview,dateTimeLeftLanding,timeNotFishing,electronicUse,fishingDaysYear,fishingDaysLakeYear,homeZip,satisfactionOverall,satisfactionNumber,satisfactionSize,c1LifeRevolves,c2TrophySpots,c3MostEnjoyable,c4SignificantIncome,c5Enjoyable,c6NoTimeHobbies,c7MaximizeNumbers,c8NoAlternative,c9FriendsFish,c10ReleaseFish,c11LoseFriends,c12BigSmall,c13OtherLeisure,c14KeepFishing,c15SpecialGear,income,race,raceOther,hispanic,X.1,income_group,Region,site_method,race_collapsed
88,FD_BoatLaunch_20180619_creel_1,FD,rural,BoatLaunch,20180619,Shore,2,2.5,20180619 13:51,20180619 13:27,0,NA,100,NA,54481,8,1,1,2,5,4,4,5,2,5,3,4,NA,2,5,2,5,5,NA,NA,NA,NA,NA,NA,Rural,NA,NA
89,FD_BoatLaunch_20180619_creel_5,FD,rural,BoatLaunch,20180619,Boat,2,0.083333333,20180619 17:54,20180619 15:56,0.333333333,NA,30,NA,53221,4,1,1,4,5,5,2,5,2,2,3,5,NA,1,5,3,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
90,FD_BoatLaunch_20180619_creel_6,FD,rural,BoatLaunch,20180619,Boat,3,0.083333333,20180619 16:00,20180619 11:00,0,NA,15,NA,54558,9,9,2,3,5,4,2,5,3,5,1,3,NA,1,3,3,5,1,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
91,FD_BoatLaunch_20180619_creel_7,FD,rural,BoatLaunch,20180619,Boat,1,0,20180619 16:07,20180619 14:00,0,NA,25,NA,54558,10,10,10,4,4,4,4,5,2,4,2,4,NA,2,3,4,3,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
92,FD_BoatLaunch_20180619_creel_8,FD,rural,BoatLaunch,20180619,Boat,2,0.05,20180619 17:45,20180619 16:00,0,NA,40,NA,54481,10,7,3,2,2,3,2,4,2,1,1,3,NA,2,3,2,4,3,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
93,FD_BoatLaunch_20180619_creel_9,FD,rural,BoatLaunch,20180619,Boat,2,0.133333333,20180619 20:11,20180619 17:50,0,NA,50,NA,54558,5,5,4,3,4,3,1,5,3,3,1,2,NA,2,5,2,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
94,FD_BoatLaunch_20180619_creel_10,FD,rural,BoatLaunch,20180619,Boat,3,0.166666667,20180619 21:10,20180619 18:19,0,NA,100,NA,54558,10,6,3,2,4,4,3,5,2,2,1,5,NA,1,5,5,1,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
95,FD_BoatLaunch_20180619_creel_11,FD,rural,BoatLaunch,20180619,Boat,2,NA,NA,20180619 19:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
96,WS_BoatLaunch_20180620_creel_2,WS,rural,BoatLaunch,20180620,Boat,1,NA,NA,20180620 20:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
97,WS_BoatLaunch_20180620_creel_3,WS,rural,BoatLaunch,20180620,Boat,2,0,NA,20180620 19:30,0,NA,36,NA,53209,10,8,4,4,2,5,4,5,2,4,3,2,NA,2,4,3,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
98,BH_BoatLaunch_20180622_creel_1,BH,rural,BoatLaunch,20180622,Boat,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
99,BH_BoatLaunch_20180622_creel_4,BH,rural,BoatLaunch,20180622,Boat,2,NA,NA,20180622 10:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
100,BH_BoatLaunch_20180622_creel_5,BH,rural,BoatLaunch,20180622,Boat,2,NA,NA,20180622 10:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
101,AQ_BoatLaunch_20180623_creel_1,AQ,rural,BoatLaunch,20180623,Boat,3,0.083333333,20180623 09:56,20180623 06:24,0,NA,30,NA,53185,9,9,8,1,1,2,1,4,1,5,1,5,NA,1,4,1,1,3,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
102,AQ_BoatLaunch_20180623_creel_2,AQ,rural,BoatLaunch,20180623,Boat,2,0.25,20180623 07:29,20180623 06:56,0.333333333,NA,NA,NA,54568,1,4,4,2,2,4,2,5,1,3,2,4,NA,1,3,3,2,3,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
103,AQ_BoatLaunch_20180623_creel_3,AQ,rural,BoatLaunch,20180623,Boat,2,0.166666667,NA,20180623 08:18,NA,NA,8,NA,53188,8,10,3,3,2,5,4,5,2,2,2,4,NA,2,4,3,5,3,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
104,AQ_BoatLaunch_20180623_creel_4,AQ,rural,BoatLaunch,20180623,Boat,1,NA,20180623 08:23,20180623 05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
105,AQ_BoatLaunch_20180623_creel_5,AQ,rural,BoatLaunch,20180623,Boat,4,0.333333333,20180623 12:08,20180623 09:17,0,NA,10,NA,53593,10,10,8,3,3,4,1,5,1,5,1,1,NA,1,1,1,4,1,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
106,AQ_BoatLaunch_20180623_creel_6,AQ,rural,BoatLaunch,20180623,Boat,1,0,20180623 09:32,20180623 05:30,0,NA,50,NA,53027,8,8,6,3,4,4,3,5,4,3,4,3,NA,2,4,4,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
107,AQ_BoatLaunch_20180623_creel_7,AQ,rural,BoatLaunch,20180623,Boat,1,NA,NA,20180623 08:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
108,AQ_BoatLaunch_20180623_creel_9,AQ,rural,BoatLaunch,20180623,Boat,2,NA,NA,20180623 11:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
109,AQ_BoatLaunch_20180623_creel_10,AQ,rural,BoatLaunch,20180623,Boat,2,NA,20180623 12:57,20180623 11:21,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
110,AQ_BoatLaunch_20180623_creel_11,AQ,rural,BoatLaunch,20180623,Boat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
111,AQ_BoatLaunch_20180623_creel_12,AQ,rural,BoatLaunch,20180623,Boat,3,NA,NA,20180623 12:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
112,AQ_BoatLaunch_20180623_creel_14,AQ,rural,BoatLaunch,20180623,Boat,3,NA,NA,20180623 12:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
113,AQ_BoatLaunch_20180623_creel_15,AQ,rural,BoatLaunch,20180623,Boat,4,NA,NA,20180623 12:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
114,AQ_BoatLaunch_20180623_creel_16,AQ,rural,BoatLaunch,20180623,Boat,4,NA,NA,20180623 12:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
115,AQ_BoatLaunch_20180623_creel_17,AQ,rural,BoatLaunch,20180623,Boat,2,NA,NA,20180623 13:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
116,WS_BoatLaunch_20180624_creel_1,WS,rural,BoatLaunch,20180624,Shore,4,NA,20180624 15:55,20180624 15:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,NA,NA
117,WS_BoatLaunch_20180624_creel_2,WS,rural,BoatLaunch,20180624,Boat,1,0,20180624 21:02,20180624 19:21,0,NA,20,NA,54751,7,10,5,4,3,5,1,5,3,5,1,5,NA,3,3,4,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
118,BA_BoatLaunch_20180625_creel_1,BA,rural,BoatLaunch,20180625,Boat,1,0.166666667,20180625 13:29,20180625 10:30,0.75,NA,20,NA,60546,4,2,9,1,3,1,1,4,1,5,1,3,NA,1,3,1,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
119,BA_BoatLaunch_20180625_creel_3,BA,rural,BoatLaunch,20180625,Boat,2,0.166666667,20180625 21:04,20180625 18:49,0,NA,50,NA,54494,7,5,5,5,4,4,2,5,2,5,4,3,NA,2,4,4,3,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
120,CA_BoatLaunch_20180626_creel_1,CA,rural,BoatLaunch,20180626,Boat,2,0.333333333,20180626 20:01,20180626 16:02,0,NA,200,NA,54568,10,10,10,3,3,1,4,5,3,3,2,4,NA,2,2,3,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
121,BK_BoatLaunch_20180628_creel_1,BK,rural,BoatLaunch,20180628,Boat,1,0.166666667,20180628 08:18,20180628 05:25,0,NA,200,NA,49969,10,10,10,5,1,5,3,5,2,2,2,5,NA,2,3,5,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
122,BK_BoatLaunch_20180628_creel_2,BK,rural,BoatLaunch,20180628,Boat,3,0.25,20180628 10:03,20180628 05:34,0,NA,25,NA,54519,7,5,7,2,2,2,2,5,2,5,2,2,NA,2,2,2,2,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
123,BK_BoatLaunch_20180628_creel_3,BK,rural,BoatLaunch,20180628,Boat,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
124,BK_BoatLaunch_20180628_creel_4,BK,rural,BoatLaunch,20180628,Boat,2,NA,NA,20180628 12:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
125,BK_BoatLaunch_20180628_creel_6,BK,rural,BoatLaunch,20180628,Boat,1,NA,NA,20180628 12:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
126,BK_BoatLaunch_20180628_creel_7,BK,rural,BoatLaunch,20180628,Boat,3,NA,NA,20180628 13:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
127,BK_BoatLaunch_20180628_creel_8,BK,rural,BoatLaunch,20180628,Boat,3,NA,NA,20180628 13:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
128,TO_BoatLaunch_20180701_creel_1,TO,rural,BoatLaunch,20180701,Boat,3,0.033333333,20180701 11:40,20180701 09:20,0,NA,80,NA,54568,4,7,8,4,2,5,4,5,5,4,4,4,NA,2,3,4,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
129,LR_BoatLaunch_20180703_creel_1,LR,rural,BoatLaunch,20180703,Boat,2,0.5,20180703 17:24,20180703 14:04,0,NA,300,NA,54568,1,1,1,5,4,4,2,4,4,4,4,4,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
130,LR_BoatLaunch_20180703_creel_5,LR,rural,BoatLaunch,20180703,Boat,1,0,20180703 20:45,20180703 19:02,NA,NA,30,NA,54313,6,7,5,3,3,5,2,4,2,3,2,3,NA,2,4,3,3,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
131,BK_BoatLaunch_20180704_creel_4,BK,rural,BoatLaunch,20180704,Boat,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
132,BK_BoatLaunch_20180704_creel_5,BK,rural,BoatLaunch,20180704,Boat,1,0.016666667,20180704 21:23,20180704 17:52,NA,NA,100,NA,53036,10,7,10,4,5,5,3,5,1,5,2,5,NA,2,5,5,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
133,BH_BoatLaunch_20180707_creel_1,BH,rural,BoatLaunch,20180707,Boat,1,0.016666667,20180707 15:10,20180707 13:36,0,NA,30,NA,54452,6,5,8,3,5,4,2,5,2,2,1,4,NA,1,5,5,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
134,BH_BoatLaunch_20180707_creel_3,BH,rural,BoatLaunch,20180707,Boat,2,0.083333333,20180707 18:57,20180707 16:30,0,NA,25,NA,53954,7,7,7,3,4,3,1,5,1,1,5,5,NA,1,5,5,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
135,BH_BoatLaunch_20180707_creel_4,BH,rural,BoatLaunch,20180707,Boat,2,0.75,20180707 21:15,20180707 18:10,0,NA,100,NA,53949,5,1,1,2,5,3,2,5,3,5,2,5,NA,3,5,3,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
136,BH_BoatLaunch_20180707_creel_6,BH,rural,BoatLaunch,20180707,Boat,2,0.25,20180707 20:34,20180707 18:30,0,NA,20,NA,53935,7,9,5,5,5,5,3,5,2,5,2,4,NA,4,3,5,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
137,BH_BoatLaunch_20180707_creel_8,BH,rural,BoatLaunch,20180707,Boat,1,0.166666667,20180707 21:31,20180707 18:50,0,NA,20,NA,53575,8,8,10,1,3,4,1,5,2,5,1,2,NA,1,5,3,3,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
138,BH_BoatLaunch_20180707_creel_9,BH,rural,BoatLaunch,20180707,Boat,3,0.166666667,20180707 21:01,20180707 19:49,0,NA,20,NA,60431,8,7,6,2,5,4,2,4,2,5,2,2,NA,2,4,4,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
139,BH_BoatLaunch_20180707_creel_10,BH,rural,BoatLaunch,20180707,Boat,2,0,20180707 21:01,20180707 14:30,2,NA,5,NA,60176,8,1,1,2,4,2,2,5,1,2,1,1,NA,1,5,5,3,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
140,MS_BoatLaunch_20180709_creel_1,MS,rural,BoatLaunch,20180709,Boat,5,NA,20180709 13:19,20180709 11:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
141,MS_BoatLaunch_20180709_creel_2,MS,rural,BoatLaunch,20180709,Boat,3,0.083333333,20180709 16:20,20180709 14:02,0,NA,200,NA,45013,10,7,7,4,2,2,3,4,2,3,2,3,NA,2,2,2,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
142,MS_BoatLaunch_20180709_creel_4,MS,rural,BoatLaunch,20180709,Boat,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
143,MS_BoatLaunch_20180709_creel_5,MS,rural,BoatLaunch,20180709,Boat,4,NA,20180709 20:44,20180709 18:51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
144,MS_BoatLaunch_20180709_creel_6,MS,rural,BoatLaunch,20180709,Boat,3,0.05,20180709 20:34,20180709 17:50,0,NA,30,NA,53168,8,8,7,5,4,5,2,5,2,4,2,4,NA,2,1,4,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
145,MS_BoatLaunch_20180709_creel_7,MS,rural,BoatLaunch,20180709,Boat,1,0,20180709 20:36,20180709 19:00,0,NA,15,NA,54521,7,9,6,3,3,4,1,4,2,2,2,2,NA,2,4,2,3,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
146,MS_BoatLaunch_20180714_creel_1,MS,rural,BoatLaunch,20180714,Boat,2,0.25,20180714 12:19,20180714 06:27,0,NA,4,NA,54914,8,3,10,4,4,3,2,5,3,5,2,2,NA,1,4,3,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
147,MS_BoatLaunch_20180714_creel_2,MS,rural,BoatLaunch,20180714,Boat,2,0.25,20180714 10:43,20180714 08:10,0,NA,4,NA,54561,10,9,9,1,2,1,1,4,1,2,1,1,NA,1,2,1,2,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
148,MS_BoatLaunch_20180714_creel_4,MS,rural,BoatLaunch,20180714,Boat,1,NA,NA,20180714 12:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
149,WC_BoatLaunch_20180716_creel_1,WC,rural,BoatLaunch,20180716,Boat,2,0.5,20180716 15:51,20180716 13:54,0,NA,50,NA,54521,1,1,1,4,4,2,2,5,1,5,1,2,NA,1,2,2,2,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
150,WC_BoatLaunch_20180716_creel_2,WC,rural,BoatLaunch,20180716,Boat,2,0.166666667,20180716 17:21,20180716 16:02,0.166666667,NA,30,NA,54956,5,1,1,2,2,2,2,4,2,4,2,4,NA,2,2,3,3,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
151,WC_BoatLaunch_20180716_creel_3,WC,rural,BoatLaunch,20180716,Boat,2,0.666666667,20180716 19:28,20180716 17:27,1,NA,100,NA,54915,6,1,1,5,3,5,4,5,5,4,5,4,NA,4,3,4,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
152,WC_BoatLaunch_20180716_creel_4,WC,rural,BoatLaunch,20180716,Boat,2,0.5,20180716 21:06,20180716 18:23,0,NA,100,NA,54558,4,1,1,4,3,4,5,5,5,5,5,5,NA,2,2,5,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
153,LC_BoatLaunch_20180718_creel_2,LC,rural,BoatLaunch,20180718,Boat,2,0.166666667,20180718 18:02,20180718 15:43,0,NA,14,NA,54665,8,2,2,3,4,4,3,5,2,2,2,2,NA,1,3,3,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
154,LC_BoatLaunch_20180718_creel_3,LC,rural,BoatLaunch,20180718,Boat,2,0.333333333,20180718 20:46,20180718 16:50,0,NA,10,NA,54476,5,1,1,3,3,1,1,3,2,5,1,3,NA,2,3,1,2,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
155,AR_BoatLaunch_20180719_creel_2,AR,rural,BoatLaunch,20180719,Boat,2,0.333333333,20180719 15:47,20180719 13:52,0,NA,30,NA,53711,9,9,7,4,4,5,3,5,3,4,3,4,NA,3,3,4,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
156,AR_BoatLaunch_20180719_creel_4,AR,rural,BoatLaunch,20180719,Shore,6,NA,20180719 17:55,20180719 17:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,NA,NA
157,AR_BoatLaunch_20180719_creel_5,AR,rural,BoatLaunch,20180719,Boat,2,0.033333333,20180719 20:41,20180719 18:13,0,NA,24,NA,54481,8,2,2,2,2,4,2,5,2,2,1,3,NA,2,2,3,3,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
158,AR_BoatLaunch_20180719_creel_6,AR,rural,BoatLaunch,20180719,Boat,2,0.016666667,20180719 19:29,20180719 18:37,0,NA,30,NA,68409,8,10,10,3,3,4,2,5,1,2,2,3,NA,2,3,1,2,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
159,AR_BoatLaunch_20180719_creel_7,AR,rural,BoatLaunch,20180719,Boat,2,NA,20180719 18:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
160,FD_BoatLaunch_20180721_creel_1,FD,rural,BoatLaunch,20180721,Boat,3,0.166666667,20180721 14:03,20180721 11:30,0,NA,40,NA,52807,6,5,5,2,1,3,1,5,1,5,1,1,NA,1,4,3,1,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
161,FD_BoatLaunch_20180721_creel_2,FD,rural,BoatLaunch,20180721,Boat,3,NA,NA,20180721 15:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
162,FD_BoatLaunch_20180721_creel_6,FD,rural,BoatLaunch,20180721,Boat,2,3,20180721 20:24,20180721 17:50,0,NA,60,NA,54914,5,1,2,5,3,5,3,5,3,5,5,5,NA,2,5,5,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
163,FD_BoatLaunch_20180721_creel_7,FD,rural,BoatLaunch,20180721,Boat,2,0.033333333,20180721 21:10,20180721 19:54,0,NA,50,NA,54558,6,1,1,4,5,3,3,5,3,4,2,4,NA,2,5,3,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
164,TO_BoatLaunch_20180722_creel_1,TO,rural,BoatLaunch,20180722,Boat,1,0,20180722 20:28,20180722 18:50,0,NA,30,NA,54568,8,8,6,1,2,1,1,4,1,3,1,2,NA,1,4,1,3,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
165,OB_BoatLaunch_20180723_creel_1,OB,rural,BoatLaunch,20180723,Boat,2,0,20180723 10:53,20180723 07:52,0,NA,60,NA,53705,4,4,4,2,2,3,2,5,2,4,2,1,NA,1,2,1,3,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
166,FD_BoatLaunch_20180723_creel_2,FD,rural,BoatLaunch,20180723,Boat,2,0.133333333,20180723 19:07,20180723 14:51,0,NA,60,NA,54558,10,10,10,3,5,5,3,5,3,5,3,3,NA,1,3,3,3,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
167,FD_BoatLaunch_20180723_creel_3,FD,rural,BoatLaunch,20180723,Boat,2,0,20180723 14:25,20180723 13:00,0,NA,25,NA,53118,3,2,2,3,4,4,3,5,1,5,2,5,NA,3,4,3,4,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
168,FD_BoatLaunch_20180723_creel_4,FD,rural,BoatLaunch,20180723,Boat,1,0.666666667,20180723 18:36,20180723 16:29,0.333333333,NA,4,NA,54521,3,1,1,1,2,1,2,4,2,4,2,4,NA,2,2,2,2,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
169,FD_BoatLaunch_20180723_creel_5,FD,rural,BoatLaunch,20180723,Boat,1,5.5,20180723 21:24,20180723 18:12,0,NA,60,NA,60656,3,3,6,4,3,5,4,3,2,5,2,3,NA,1,3,2,5,5,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
170,FD_BoatLaunch_20180723_creel_6,FD,rural,BoatLaunch,20180723,Boat,2,NA,20180723 20:19,20180723 18:23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
171,FD_BoatLaunch_20180723_creel_7,FD,rural,BoatLaunch,20180723,Shore,3,0.416666667,20180723 19:57,20180723 18:53,0,NA,5,NA,54914,7,7,3,1,4,3,1,5,1,3,1,4,NA,1,3,1,5,3,NA,NA,NA,NA,NA,NA,Rural,NA,NA
172,AQ_BoatLaunch_20180725_creel_1,AQ,rural,BoatLaunch,20180725,Boat,2,0.166666667,20180725 13:24,20180725 11:00,0,NA,1,NA,54457,8,6,10,2,1,2,1,5,1,5,1,3,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
173,AQ_BoatLaunch_20180725_creel_3,AQ,rural,BoatLaunch,20180725,Boat,1,0.25,20180725 13:54,20180725 09:00,0,NA,40,NA,54494,5,4,2,3,4,5,2,4,2,3,1,4,NA,2,4,4,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
174,AQ_BoatLaunch_20180725_creel_4,AQ,rural,BoatLaunch,20180725,Shore,3,NA,20180725 16:20,20180725 15:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural,NA,NA
175,AQ_BoatLaunch_20180725_creel_5,AQ,rural,BoatLaunch,20180725,Boat,2,0.5,20180725 16:23,20180725 13:30,0,NA,10,NA,54141,8,4,4,2,2,3,2,4,1,4,1,1,NA,1,4,1,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
176,AQ_BoatLaunch_20180725_creel_6,AQ,rural,BoatLaunch,20180725,Boat,2,0.25,20180725 16:38,20180725 14:30,0.25,NA,3,NA,53086,8,8,8,3,3,2,3,4,2,2,2,3,NA,2,3,2,4,4,NA,NA,NA,NA,NA,NA,Rural,Rural Boat,NA
